In between the Sessions: 2 and 4 had been used the following NOUNS: Herr | frequency: 781
In between the Sessions: 2 and 4 had been used the following NOUNS: Kollege | frequency: 563
In between the Sessions: 2 and 4 had been used the following NOUNS: Dame | frequency: 405
In between the Sessions: 2 and 4 had been used the following NOUNS: Land | frequency: 398
In between the Sessions: 2 and 4 had been used the following NOUNS: Jahr | frequency: 396
In between the Sessions: 2 and 4 had been used the following NOUNS: Kollegin | frequency: 350
In between the Sessions: 2 and 4 had been used the following NOUNS: Dank | frequency: 333
In between the Sessions: 2 and 4 had been used the following NOUNS: Mensch | frequency: 327
In between the Sessions: 2 and 4 had been used the following NOUNS: Präsident | frequency: 281
In between the Sessions: 2 and 4 had been used the following NOUNS: Antrag | frequency: 256
In between the Sessions: 2 and 4 had been used the following NOUNS: Einsatz | frequency: 229
In between the Sessions: 2 and 4 had been used the following NOUNS: Frau | frequency: 222
In between the Sessions: 2 and 4 had been used the following NOUNS: Mandat | frequency: 217
In between the Sessions: 2 and 4 had been used the following NOUNS: Dr. | frequency: 212
In between the Sessions: 2 and 4 had been used the following NOUNS: Bundesregierung | frequency: 205
In between the Sessions: 2 and 4 had been used the following NOUNS: Frage | frequency: 196
In between the Sessions: 2 and 4 had been used the following NOUNS: Soldat | frequency: 185
In between the Sessions: 2 and 4 had been used the following NOUNS: Fraktion | frequency: 180
In between the Sessions: 2 and 4 had been used the following NOUNS: Vizepräsident | frequency: 176
In between the Sessions: 2 and 4 had been used the following NOUNS: Bundestag | frequency: 171
In between the Sessions: 2 and 4 had been used the following NOUNS: Region | frequency: 167
In between the Sessions: 2 and 4 had been used the following NOUNS: Debatte | frequency: 163
In between the Sessions: 2 and 4 had been used the following NOUNS: Verantwortung | frequency: 163
In between the Sessions: 2 and 4 had been used the following NOUNS: Euro | frequency: 148
In between the Sessions: 2 and 4 had been used the following NOUNS: Wort | frequency: 147
In between the Sessions: 2 and 4 had been used the following NOUNS: Unternehmen | frequency: 145
In between the Sessions: 2 and 4 had been used the following NOUNS: Staat | frequency: 144
In between the Sessions: 2 and 4 had been used the following NOUNS: Thema | frequency: 133
In between the Sessions: 2 and 4 had been used the following NOUNS: Regierung | frequency: 133
In between the Sessions: 2 and 4 had been used the following NOUNS: Bundeswehr | frequency: 131
In between the Sessions: 2 and 4 had been used the following NOUNS: Linke | frequency: 130
In between the Sessions: 2 and 4 had been used the following NOUNS: Sicherheit | frequency: 128
In between the Sessions: 2 and 4 had been used the following NOUNS: Weg | frequency: 121
In between the Sessions: 2 and 4 had been used the following NOUNS: Million | frequency: 119
In between the Sessions: 2 and 4 had been used the following NOUNS: Zeit | frequency: 119
In between the Sessions: 2 and 4 had been used the following NOUNS: Stelle | frequency: 116
In between the Sessions: 2 and 4 had been used the following NOUNS: Rede | frequency: 114
In between the Sessions: 2 and 4 had been used the following NOUNS: Situation | frequency: 113
In between the Sessions: 2 and 4 had been used the following NOUNS: Haus | frequency: 113
In between the Sessions: 2 and 4 had been used the following NOUNS: Ende | frequency: 108
In between the Sessions: 2 and 4 had been used the following NOUNS: Union | frequency: 107
In between the Sessions: 2 and 4 had been used the following NOUNS: Konflikt | frequency: 106
In between the Sessions: 2 and 4 had been used the following NOUNS: Soldatinnen | frequency: 104
In between the Sessions: 2 and 4 had been used the following NOUNS: Entscheidung | frequency: 103
In between the Sessions: 2 and 4 had been used the following NOUNS: Recht | frequency: 102
In between the Sessions: 2 and 4 had been used the following NOUNS: Problem | frequency: 102
In between the Sessions: 2 and 4 had been used the following NOUNS: Gesetz | frequency: 100
In between the Sessions: 2 and 4 had been used the following NOUNS: Politik | frequency: 100
In between the Sessions: 2 and 4 had been used the following NOUNS: Punkt | frequency: 99
In between the Sessions: 2 and 4 had been used the following NOUNS: Zukunft | frequency: 95
In between the Sessions: 2 and 4 had been used the following NOUNS: Prozent | frequency: 94
In between the Sessions: 2 and 4 had been used the following NOUNS: Beispiel | frequency: 94
In between the Sessions: 2 and 4 had been used the following NOUNS: Lage | frequency: 93
In between the Sessions: 2 and 4 had been used the following NOUNS: Seite | frequency: 92
In between the Sessions: 2 and 4 had been used the following NOUNS: Bereich | frequency: 90
In between the Sessions: 2 and 4 had been used the following NOUNS: Milliarde | frequency: 89
In between the Sessions: 2 and 4 had been used the following NOUNS: Teil | frequency: 88
In between the Sessions: 2 and 4 had been used the following NOUNS: Mission | frequency: 87
In between the Sessions: 2 and 4 had been used the following NOUNS: Unterstützung | frequency: 85
In between the Sessions: 2 and 4 had been used the following NOUNS: Nation | frequency: 84
In between the Sessions: 2 and 4 had been used the following NOUNS: Welt | frequency: 84
In between the Sessions: 2 and 4 had been used the following NOUNS: Beitrag | frequency: 84
In between the Sessions: 2 and 4 had been used the following NOUNS: Redner | frequency: 84
In between the Sessions: 2 and 4 had been used the following NOUNS: Monat | frequency: 83
In between the Sessions: 2 and 4 had been used the following NOUNS: Interesse | frequency: 83
In between the Sessions: 2 and 4 had been used the following NOUNS: Grüne | frequency: 83
In between the Sessions: 2 and 4 had been used the following NOUNS: Fall | frequency: 82
In between the Sessions: 2 and 4 had been used the following NOUNS: Aufgabe | frequency: 79
In between the Sessions: 2 and 4 had been used the following NOUNS: Grund | frequency: 74
In between the Sessions: 2 and 4 had been used the following NOUNS: Parlament | frequency: 72
In between the Sessions: 2 and 4 had been used the following NOUNS: Woche | frequency: 71
In between the Sessions: 2 and 4 had been used the following NOUNS: Ziel | frequency: 71
