Fraction = FDP

The fraction: FDP had used the following VERBS: sein | frequency: 44819
The fraction: FDP had used the following VERBS: haben | frequency: 24563
The fraction: FDP had used the following VERBS: werden | frequency: 20780
The fraction: FDP had used the following VERBS: können | frequency: 10202
The fraction: FDP had used the following VERBS: wollen | frequency: 6094
The fraction: FDP had used the following VERBS: sagen | frequency: 5368
The fraction: FDP had used the following VERBS: geben | frequency: 5346
The fraction: FDP had used the following VERBS: müssen | frequency: 5304
The fraction: FDP had used the following VERBS: machen | frequency: 4783
The fraction: FDP had used the following VERBS: gehen | frequency: 4423
The fraction: FDP had used the following VERBS: kommen | frequency: 3259
The fraction: FDP had used the following VERBS: brauchen | frequency: 3176
The fraction: FDP had used the following VERBS: muss | frequency: 2875
The fraction: FDP had used the following VERBS: sollen | frequency: 2697
The fraction: FDP had used the following VERBS: mein | frequency: 2380
The fraction: FDP had used the following VERBS: stehen | frequency: 2100
The fraction: FDP had used the following VERBS: tun | frequency: 1992
The fraction: FDP had used the following VERBS: stellen | frequency: 1824
The fraction: FDP had used the following VERBS: finden | frequency: 1818
The fraction: FDP had used the following VERBS: habe | frequency: 1814
The fraction: FDP had used the following VERBS: dürfen | frequency: 1804
The fraction: FDP had used the following VERBS: mögen | frequency: 1772
The fraction: FDP had used the following VERBS: sehen | frequency: 1647
The fraction: FDP had used the following VERBS: sprechen | frequency: 1585
The fraction: FDP had used the following VERBS: hören | frequency: 1453
The fraction: FDP had used the following VERBS: glauben | frequency: 1420
The fraction: FDP had used the following VERBS: schaffen | frequency: 1382
The fraction: FDP had used the following VERBS: nehmen | frequency: 1277
The fraction: FDP had used the following VERBS: bleiben | frequency: 1213
The fraction: FDP had used the following VERBS: fordern | frequency: 1208
The fraction: FDP had used the following VERBS: zeigen | frequency: 1206
The fraction: FDP had used the following VERBS: soll | frequency: 1183
The fraction: FDP had used the following VERBS: wissen | frequency: 1158
The fraction: FDP had used the following VERBS: lassen | frequency: 1141
The fraction: FDP had used the following VERBS: bringen | frequency: 1105
The fraction: FDP had used the following VERBS: liegen | frequency: 1008
The fraction: FDP had used the following VERBS: gelten | frequency: 978
The fraction: FDP had used the following VERBS: an | frequency: 965
The fraction: FDP had used the following VERBS: reden | frequency: 962
The fraction: FDP had used the following VERBS: setzen | frequency: 906
The fraction: FDP had used the following VERBS: bekommen | frequency: 891
The fraction: FDP had used the following VERBS: sage | frequency: 858
The fraction: FDP had used the following VERBS: aus | frequency: 847
The fraction: FDP had used the following VERBS: heißen | frequency: 792
The fraction: FDP had used the following VERBS: erreichen | frequency: 786
The fraction: FDP had used the following VERBS: unterstützen | frequency: 765
The fraction: FDP had used the following VERBS: vor | frequency: 756
The fraction: FDP had used the following VERBS: fahren | frequency: 745
The fraction: FDP had used the following VERBS: fragen | frequency: 740
The fraction: FDP had used the following VERBS: helfen | frequency: 736
The fraction: FDP had used the following VERBS: arbeiten | frequency: 729
The fraction: FDP had used the following VERBS: halten | frequency: 725
The fraction: FDP had used the following VERBS: sorgen | frequency: 684
The fraction: FDP had used the following VERBS: leisten | frequency: 680
The fraction: FDP had used the following VERBS: führen | frequency: 676
The fraction: FDP had used the following VERBS: diskutieren | frequency: 664
The fraction: FDP had used the following VERBS: nutzen | frequency: 658
The fraction: FDP had used the following VERBS: denken | frequency: 653
The fraction: FDP had used the following VERBS: nennen | frequency: 630
The fraction: FDP had used the following VERBS: ab | frequency: 615
The fraction: FDP had used the following VERBS: stärken | frequency: 601
The fraction: FDP had used the following VERBS: leben | frequency: 573
The fraction: FDP had used the following VERBS: vorlegen | frequency: 563
The fraction: FDP had used the following VERBS: bedeuten | frequency: 559
The fraction: FDP had used the following VERBS: weiß | frequency: 557
The fraction: FDP had used the following VERBS: verstehen | frequency: 554
The fraction: FDP had used the following VERBS: entscheiden | frequency: 543
The fraction: FDP had used the following VERBS: auf | frequency: 535
The fraction: FDP had used the following VERBS: freuen | frequency: 532
The fraction: FDP had used the following VERBS: ansprechen | frequency: 516
The fraction: FDP had used the following VERBS: erhalten | frequency: 511
The fraction: FDP had used the following VERBS: passieren | frequency: 510
The fraction: FDP had used the following VERBS: tragen | frequency: 496
The fraction: FDP had used the following VERBS: umsetzen | frequency: 488
