In the Session: 2 had been used the following NOUNS: Herr | frequency: 296
In the Session: 2 had been used the following NOUNS: Jahr | frequency: 185
In the Session: 2 had been used the following NOUNS: Kollege | frequency: 183
In the Session: 2 had been used the following NOUNS: Dame | frequency: 179
In the Session: 2 had been used the following NOUNS: Land | frequency: 166
In the Session: 2 had been used the following NOUNS: Antrag | frequency: 161
In the Session: 2 had been used the following NOUNS: Mensch | frequency: 158
In the Session: 2 had been used the following NOUNS: Kollegin | frequency: 127
In the Session: 2 had been used the following NOUNS: Dank | frequency: 115
In the Session: 2 had been used the following NOUNS: Präsident | frequency: 100
In the Session: 2 had been used the following NOUNS: Mandat | frequency: 94
In the Session: 2 had been used the following NOUNS: Bundesregierung | frequency: 93
In the Session: 2 had been used the following NOUNS: Einsatz | frequency: 85
In the Session: 2 had been used the following NOUNS: Bundestag | frequency: 85
In the Session: 2 had been used the following NOUNS: Fraktion | frequency: 84
In the Session: 2 had been used the following NOUNS: Frau | frequency: 80
In the Session: 2 had been used the following NOUNS: Dr. | frequency: 74
In the Session: 2 had been used the following NOUNS: Soldat | frequency: 74
In the Session: 2 had been used the following NOUNS: Verantwortung | frequency: 68
In the Session: 2 had been used the following NOUNS: Wort | frequency: 63
In the Session: 2 had been used the following NOUNS: Frage | frequency: 62
In the Session: 2 had been used the following NOUNS: Euro | frequency: 60
In the Session: 2 had been used the following NOUNS: Thema | frequency: 60
In the Session: 2 had been used the following NOUNS: Weg | frequency: 58
In the Session: 2 had been used the following NOUNS: Unternehmen | frequency: 58
In the Session: 2 had been used the following NOUNS: Bundeswehr | frequency: 57
In the Session: 2 had been used the following NOUNS: Debatte | frequency: 56
In the Session: 2 had been used the following NOUNS: Prozent | frequency: 55
In the Session: 2 had been used the following NOUNS: Million | frequency: 54
In the Session: 2 had been used the following NOUNS: Region | frequency: 54
In the Session: 2 had been used the following NOUNS: Stelle | frequency: 54
In the Session: 2 had been used the following NOUNS: Situation | frequency: 51
In the Session: 2 had been used the following NOUNS: Mission | frequency: 50
In the Session: 2 had been used the following NOUNS: Rede | frequency: 50
In the Session: 2 had been used the following NOUNS: Ende | frequency: 47
In the Session: 2 had been used the following NOUNS: Staat | frequency: 47
In the Session: 2 had been used the following NOUNS: Vizepräsident | frequency: 47
In the Session: 2 had been used the following NOUNS: Pflege | frequency: 47
In the Session: 2 had been used the following NOUNS: Problem | frequency: 46
In the Session: 2 had been used the following NOUNS: Regierung | frequency: 46
In the Session: 2 had been used the following NOUNS: Südsudan | frequency: 45
In the Session: 2 had been used the following NOUNS: Soldatinnen | frequency: 45
In the Session: 2 had been used the following NOUNS: Aufgabe | frequency: 44
In the Session: 2 had been used the following NOUNS: Politik | frequency: 44
In the Session: 2 had been used the following NOUNS: Konflikt | frequency: 43
In the Session: 2 had been used the following NOUNS: Zukunft | frequency: 43
In the Session: 2 had been used the following NOUNS: Bereich | frequency: 42
In the Session: 2 had been used the following NOUNS: Union | frequency: 42
In the Session: 2 had been used the following NOUNS: Nation | frequency: 41
In the Session: 2 had been used the following NOUNS: Milliarde | frequency: 41
In the Session: 2 had been used the following NOUNS: Grüne | frequency: 41
In the Session: 2 had been used the following NOUNS: Punkt | frequency: 41
In the Session: 2 had been used the following NOUNS: Zeit | frequency: 40
In the Session: 2 had been used the following NOUNS: Beispiel | frequency: 39
